Id,Text,Layanan,Program,Sarana dan Prasarana,Teknis,sentimen,preprocessed,tweet_tokens,stemmed_only,stopword_only,stemmed_stopword,stemmed_only_string,stopword_only_string,stemmed_stopword_string
517,Frekuensi di bawah Mhz sudah jarang dipakai paling banyak di mhz dan mhz walau isinya kebanyakan bhs mandarin voice of indonesia pernah dapat sinyalnya tapi suaranya kecil banget.,0,0,0,1,negatif,frekuensi di bawah mhz sudah jarang dipakai paling banyak di mhz dan mhz walau isinya kebanyakan bhs mandarin voice of indonesia pernah dapat sinyalnya tapi suaranya kecil banget,"['frekuensi', 'di', 'bawah', 'mhz', 'sudah', 'jarang', 'dipakai', 'paling', 'banyak', 'di', 'mhz', 'dan', 'mhz', 'walau', 'isinya', 'kebanyakan', 'bhs', 'mandarin', 'voice', 'of', 'indonesia', 'pernah', 'dapat', 'sinyalnya', 'tapi', 'suaranya', 'kecil', 'banget']","['frekuensi', 'di', 'bawah', 'mhz', 'sudah', 'jarang', 'pakai', 'paling', 'banyak', 'di', 'mhz', 'dan', 'mhz', 'walau', 'isi', 'banyak', 'bhs', 'mandarin', 'voice', 'of', 'indonesia', 'pernah', 'dapat', 'sinyal', 'tapi', 'suara', 'kecil', 'banget']","['frekuensi', 'mhz', 'jarang', 'dipakai', 'mhz', 'mhz', 'isinya', 'kebanyakan', 'bhs', 'mandarin', 'voice', 'of', 'indonesia', 'sinyalnya', 'suaranya', 'banget']","['frekuensi', 'mhz', 'jarang', 'pakai', 'mhz', 'mhz', 'isi', 'banyak', 'bhs', 'mandarin', 'voice', 'of', 'indonesia', 'sinyal', 'suara', 'banget']",frekuensi di bawah mhz sudah jarang pakai paling banyak di mhz dan mhz walau isi banyak bhs mandarin voice of indonesia pernah dapat sinyal tapi suara kecil banget,frekuensi mhz jarang dipakai mhz mhz isinya kebanyakan bhs mandarin voice of indonesia sinyalnya suaranya banget,frekuensi mhz jarang pakai mhz mhz isi banyak bhs mandarin voice of indonesia sinyal suara banget
76,Frekuensinya berhimpitan dengan RRI PRO Samarinda,0,0,0,1,negatif,frekuensinya berhimpitan dengan rri pro samarinda,"['frekuensinya', 'berhimpitan', 'dengan', 'rri', 'pro', 'samarinda']","['frekuensi', 'berhimpitan', 'dengan', 'rri', 'pro', 'samarinda']","['frekuensinya', 'berhimpitan', 'rri', 'pro', 'samarinda']","['frekuensi', 'berhimpitan', 'rri', 'pro', 'samarinda']",frekuensi berhimpitan dengan rri pro samarinda,frekuensinya berhimpitan rri pro samarinda,frekuensi berhimpitan rri pro samarinda
559,Full Pemain RRI ???LOVE ILA ANTUM ABADAN RRI JOGJA JAYA SLALU????,0,1,0,0,positif,full pemain rri love ila antum abadan rri jogja jaya slalu,"['full', 'pemain', 'rri', 'love', 'ila', 'antum', 'abadan', 'rri', 'jogja', 'jaya', 'slalu']","['full', 'main', 'rri', 'love', 'ila', 'antum', 'abad', 'rri', 'jogja', 'jaya', 'slalu']","['full', 'pemain', 'rri', 'love', 'ila', 'antum', 'abadan', 'rri', 'jogja', 'jaya', 'slalu']","['full', 'main', 'rri', 'love', 'ila', 'antum', 'abad', 'rri', 'jogja', 'jaya', 'slalu']",full main rri love ila antum abad rri jogja jaya slalu,full pemain rri love ila antum abadan rri jogja jaya slalu,full main rri love ila antum abad rri jogja jaya slalu
635,GUE DIUCAPIN ORANG PALING KECE PENYIAR RADIO RRI BANDUNG MINGGIR LO SEMUA INI RIIL MASIH SENENG BGT AMPE SEKARANG ????love you kak gagaaaa ????,1,1,0,0,positif,gue diucapin orang paling kece penyiar radio rri bandung minggir lo semua ini riil masih seneng bgt ampe sekarang love you kak gagaaaa,"['gue', 'diucapin', 'orang', 'paling', 'kece', 'penyiar', 'radio', 'rri', 'bandung', 'minggir', 'lo', 'semua', 'ini', 'riil', 'masih', 'seneng', 'bgt', 'ampe', 'sekarang', 'love', 'you', 'kak', 'gagaaaa']","['gue', 'diucapin', 'orang', 'paling', 'kece', 'siar', 'radio', 'rri', 'bandung', 'minggir', 'lo', 'semua', 'ini', 'riil', 'masih', 'neng', 'bgt', 'ampe', 'sekarang', 'love', 'you', 'kak', 'gagaaaa']","['gue', 'diucapin', 'orang', 'kece', 'penyiar', 'radio', 'rri', 'bandung', 'minggir', 'lo', 'riil', 'seneng', 'bgt', 'ampe', 'love', 'you', 'kak', 'gagaaaa']","['gue', 'diucapin', 'orang', 'kece', 'siar', 'radio', 'rri', 'bandung', 'minggir', 'lo', 'riil', 'neng', 'bgt', 'ampe', 'love', 'you', 'kak', 'gagaaaa']",gue diucapin orang paling kece siar radio rri bandung minggir lo semua ini riil masih neng bgt ampe sekarang love you kak gagaaaa,gue diucapin orang kece penyiar radio rri bandung minggir lo riil seneng bgt ampe love you kak gagaaaa,gue diucapin orang kece siar radio rri bandung minggir lo riil neng bgt ampe love you kak gagaaaa
615,Gatau deh Yah. Ini lagunya enak banget :'(((,0,1,0,0,positif,gatau deh yah ini lagunya enak banget,"['gatau', 'deh', 'yah', 'ini', 'lagunya', 'enak', 'banget']","['gatau', 'deh', 'yah', 'ini', 'lagu', 'enak', 'banget']","['gatau', 'deh', 'lagunya', 'enak', 'banget']","['gatau', 'deh', 'lagu', 'enak', 'banget']",gatau deh yah ini lagu enak banget,gatau deh lagunya enak banget,gatau deh lagu enak banget
313,Gedung luas bersih dan parkir luas.,0,0,1,0,positif,gedung luas bersih dan parkir luas,"['gedung', 'luas', 'bersih', 'dan', 'parkir', 'luas']","['gedung', 'luas', 'bersih', 'dan', 'parkir', 'luas']","['gedung', 'luas', 'bersih', 'parkir', 'luas']","['gedung', 'luas', 'bersih', 'parkir', 'luas']",gedung luas bersih dan parkir luas,gedung luas bersih parkir luas,gedung luas bersih parkir luas
183,Gedung nya bagus bersih pelayanan ramah,1,0,1,0,positif,gedung nya bagus bersih pelayanan ramah,"['gedung', 'nya', 'bagus', 'bersih', 'pelayanan', 'ramah']","['gedung', 'nya', 'bagus', 'bersih', 'layan', 'ramah']","['gedung', 'bagus', 'bersih', 'pelayanan', 'ramah']","['gedung', 'bagus', 'bersih', 'layan', 'ramah']",gedung nya bagus bersih layan ramah,gedung bagus bersih pelayanan ramah,gedung bagus bersih layan ramah
619,Gilss sihh gilsss.... Alhamdulillah ga dengerin Iklan lageee waktu muter musik wkwk,0,1,0,0,positif,gilss sihh gilsss alhamdulillah ga dengerin iklan lageee waktu muter musik wkwk,"['gilss', 'sihh', 'gilsss', 'alhamdulillah', 'ga', 'dengerin', 'iklan', 'lageee', 'waktu', 'muter', 'musik', 'wkwk']","['gilss', 'sihh', 'gilsss', 'alhamdulillah', 'ga', 'dengerin', 'iklan', 'lageee', 'waktu', 'muter', 'musik', 'wkwk']","['gilss', 'sihh', 'gilsss', 'alhamdulillah', 'dengerin', 'iklan', 'lageee', 'muter', 'musik', 'wkwk']","['gilss', 'sihh', 'gilsss', 'alhamdulillah', 'dengerin', 'iklan', 'lageee', 'muter', 'musik', 'wkwk']",gilss sihh gilsss alhamdulillah ga dengerin iklan lageee waktu muter musik wkwk,gilss sihh gilsss alhamdulillah dengerin iklan lageee muter musik wkwk,gilss sihh gilsss alhamdulillah dengerin iklan lageee muter musik wkwk
72,Good,0,0,0,0,positif,good,['good'],['good'],['good'],['good'],good,good,good
122,"Gw beli radio dengerin RRI lalu terdengar  segmen di mana pembacanya melafalkan ""mikroskop"" sebagai ""microsoft""",0,1,0,0,negatif,gw beli radio dengerin rri lalu terdengar segmen di mana pembacanya melafalkan mikroskop sebagai microsoft,"['gw', 'beli', 'radio', 'dengerin', 'rri', 'lalu', 'terdengar', 'segmen', 'di', 'mana', 'pembacanya', 'melafalkan', 'mikroskop', 'sebagai', 'microsoft']","['gw', 'beli', 'radio', 'dengerin', 'rri', 'lalu', 'dengar', 'segmen', 'di', 'mana', 'baca', 'lafal', 'mikroskop', 'bagai', 'microsoft']","['gw', 'beli', 'radio', 'dengerin', 'rri', 'terdengar', 'segmen', 'pembacanya', 'melafalkan', 'mikroskop', 'microsoft']","['gw', 'beli', 'radio', 'dengerin', 'rri', 'dengar', 'segmen', 'baca', 'lafal', 'mikroskop', 'microsoft']",gw beli radio dengerin rri lalu dengar segmen di mana baca lafal mikroskop bagai microsoft,gw beli radio dengerin rri terdengar segmen pembacanya melafalkan mikroskop microsoft,gw beli radio dengerin rri dengar segmen baca lafal mikroskop microsoft
463,HP ke reset pabrik begitu download ulang udah ga bisa lagi.. Kok begitu?,0,0,0,1,negatif,hp ke reset pabrik begitu download ulang udah ga bisa lagi kok begitu,"['hp', 'ke', 'reset', 'pabrik', 'begitu', 'download', 'ulang', 'udah', 'ga', 'bisa', 'lagi', 'kok', 'begitu']","['hp', 'ke', 'reset', 'pabrik', 'begitu', 'download', 'ulang', 'udah', 'ga', 'bisa', 'lagi', 'kok', 'begitu']","['hp', 'reset', 'pabrik', 'download', 'ulang', 'udah']","['hp', 'reset', 'pabrik', 'download', 'ulang', 'udah']",hp ke reset pabrik begitu download ulang udah ga bisa lagi kok begitu,hp reset pabrik download ulang udah,hp reset pabrik download ulang udah
590,Halo @RRIPrograma sudah semingguan ini . FM RRI Pro Semarang sinyal melemah dan nyaris tak terdengar di kota Salatiga..RRI Pro  Solo . FM kmrin Jumat sempat jernih kembali namun tak lama hilang sprti . FM Semarang hingga saat ini..Mhn dapat diperbaiki..Trims??,0,0,0,1,negatif,halo rriprograma sudah semingguan ini fm rri pro semarang sinyal melemah dan nyaris tak terdengar di kota salatiga rri pro solo fm kmrin jumat sempat jernih kembali namun tak lama hilang sprti fm semarang hingga saat ini mhn dapat diperbaiki trims,"['halo', 'rriprograma', 'sudah', 'semingguan', 'ini', 'fm', 'rri', 'pro', 'semarang', 'sinyal', 'melemah', 'dan', 'nyaris', 'tak', 'terdengar', 'di', 'kota', 'salatiga', 'rri', 'pro', 'solo', 'fm', 'kmrin', 'jumat', 'sempat', 'jernih', 'kembali', 'namun', 'tak', 'lama', 'hilang', 'sprti', 'fm', 'semarang', 'hingga', 'saat', 'ini', 'mhn', 'dapat', 'diperbaiki', 'trims']","['halo', 'rriprograma', 'sudah', 'minggu', 'ini', 'fm', 'rri', 'pro', 'semarang', 'sinyal', 'lemah', 'dan', 'nyaris', 'tak', 'dengar', 'di', 'kota', 'salatiga', 'rri', 'pro', 'solo', 'fm', 'kmrin', 'jumat', 'sempat', 'jernih', 'kembali', 'namun', 'tak', 'lama', 'hilang', 'sprti', 'fm', 'semarang', 'hingga', 'saat', 'ini', 'mhn', 'dapat', 'baik', 'trims']","['halo', 'rriprograma', 'semingguan', 'fm', 'rri', 'pro', 'semarang', 'sinyal', 'melemah', 'terdengar', 'kota', 'salatiga', 'rri', 'pro', 'solo', 'fm', 'kmrin', 'jumat', 'jernih', 'hilang', 'sprti', 'fm', 'semarang', 'mhn', 'diperbaiki', 'trims']","['halo', 'rriprograma', 'minggu', 'fm', 'rri', 'pro', 'semarang', 'sinyal', 'lemah', 'dengar', 'kota', 'salatiga', 'rri', 'pro', 'solo', 'fm', 'kmrin', 'jumat', 'jernih', 'hilang', 'sprti', 'fm', 'semarang', 'mhn', 'baik', 'trims']",halo rriprograma sudah minggu ini fm rri pro semarang sinyal lemah dan nyaris tak dengar di kota salatiga rri pro solo fm kmrin jumat sempat jernih kembali namun tak lama hilang sprti fm semarang hingga saat ini mhn dapat baik trims,halo rriprograma semingguan fm rri pro semarang sinyal melemah terdengar kota salatiga rri pro solo fm kmrin jumat jernih hilang sprti fm semarang mhn diperbaiki trims,halo rriprograma minggu fm rri pro semarang sinyal lemah dengar kota salatiga rri pro solo fm kmrin jumat jernih hilang sprti fm semarang mhn baik trims
201,Harusnya disediakan tempat khusus untuk fans yg ingin ketemu penyiar pujaan,0,0,1,0,negatif,harusnya disediakan tempat khusus untuk fans yg ingin ketemu penyiar pujaan,"['harusnya', 'disediakan', 'tempat', 'khusus', 'untuk', 'fans', 'yg', 'ingin', 'ketemu', 'penyiar', 'pujaan']","['harus', 'sedia', 'tempat', 'khusus', 'untuk', 'fans', 'yg', 'ingin', 'ketemu', 'siar', 'puja']","['disediakan', 'khusus', 'fans', 'ketemu', 'penyiar', 'pujaan']","['sedia', 'khusus', 'fans', 'ketemu', 'siar', 'puja']",harus sedia tempat khusus untuk fans yg ingin ketemu siar puja,disediakan khusus fans ketemu penyiar pujaan,sedia khusus fans ketemu siar puja
612,He mimin yang menarik dong,0,0,0,0,positif,he mimin yang menarik dong,"['he', 'mimin', 'yang', 'menarik', 'dong']","['he', 'mimin', 'yang', 'tarik', 'dong']","['he', 'mimin', 'menarik']","['he', 'mimin', 'tarik']",he mimin yang tarik dong,he mimin menarik,he mimin tarik
584,Hingga kini saya kerap nyetel radio saat acara (rekaman pentas) wayang golek mengudara. Yg saya heran kenapa acara kesenian daerah kok dihilangkan dari menu siaran RRI. ,0,1,0,0,negatif,hingga kini saya kerap nyetel radio saat acara rekaman pentas wayang golek mengudara yg saya heran kenapa acara kesenian daerah kok dihilangkan dari menu siaran rri,"['hingga', 'kini', 'saya', 'kerap', 'nyetel', 'radio', 'saat', 'acara', 'rekaman', 'pentas', 'wayang', 'golek', 'mengudara', 'yg', 'saya', 'heran', 'kenapa', 'acara', 'kesenian', 'daerah', 'kok', 'dihilangkan', 'dari', 'menu', 'siaran', 'rri']","['hingga', 'kini', 'saya', 'kerap', 'nyetel', 'radio', 'saat', 'acara', 'rekam', 'pentas', 'wayang', 'golek', 'udara', 'yg', 'saya', 'heran', 'kenapa', 'acara', 'seni', 'daerah', 'kok', 'hilang', 'dari', 'menu', 'siar', 'rri']","['kerap', 'nyetel', 'radio', 'acara', 'rekaman', 'pentas', 'wayang', 'golek', 'mengudara', 'heran', 'acara', 'kesenian', 'daerah', 'dihilangkan', 'menu', 'siaran', 'rri']","['kerap', 'nyetel', 'radio', 'acara', 'rekam', 'pentas', 'wayang', 'golek', 'udara', 'heran', 'acara', 'seni', 'daerah', 'hilang', 'menu', 'siar', 'rri']",hingga kini saya kerap nyetel radio saat acara rekam pentas wayang golek udara yg saya heran kenapa acara seni daerah kok hilang dari menu siar rri,kerap nyetel radio acara rekaman pentas wayang golek mengudara heran acara kesenian daerah dihilangkan menu siaran rri,kerap nyetel radio acara rekam pentas wayang golek udara heran acara seni daerah hilang menu siar rri
596,Hostnya bestttt??????????????terima kasih RRI Pro ????????,0,1,0,0,positif,hostnya bestttt terima kasih rri pro ,"['hostnya', 'bestttt', 'terima', 'kasih', 'rri', 'pro']","['hostnya', 'bestttt', 'terima', 'kasih', 'rri', 'pro']","['hostnya', 'bestttt', 'terima', 'kasih', 'rri', 'pro']","['hostnya', 'bestttt', 'terima', 'kasih', 'rri', 'pro']",hostnya bestttt terima kasih rri pro,hostnya bestttt terima kasih rri pro,hostnya bestttt terima kasih rri pro
393,Ide bagus,0,0,0,0,positif,ide bagus,"['ide', 'bagus']","['ide', 'bagus']","['ide', 'bagus']","['ide', 'bagus']",ide bagus,ide bagus,ide bagus
573,Inget perna magang di rri dlutenaga nya pns semua coymana kerjaan nya ringan betulkalau di itung secara bisnis ya pasti beban negara bgt tuh kek rri gitutoh skarang radio siapa si yang denger kalau ga orang tua,1,1,0,0,negatif,inget perna magang di rri dlu tenaga nya pns semua coy mana kerjaan nya ringan betul kalau di itung secara bisnis ya pasti beban negara bgt tuh kek rri gitu toh skarang radio siapa si yang denger kalau ga orang tua,"['inget', 'perna', 'magang', 'di', 'rri', 'dlu', 'tenaga', 'nya', 'pns', 'semua', 'coy', 'mana', 'kerjaan', 'nya', 'ringan', 'betul', 'kalau', 'di', 'itung', 'secara', 'bisnis', 'ya', 'pasti', 'beban', 'negara', 'bgt', 'tuh', 'kek', 'rri', 'gitu', 'toh', 'skarang', 'radio', 'siapa', 'si', 'yang', 'denger', 'kalau', 'ga', 'orang', 'tua']","['inget', 'perna', 'magang', 'di', 'rri', 'dlu', 'tenaga', 'nya', 'pns', 'semua', 'coy', 'mana', 'kerja', 'nya', 'ringan', 'betul', 'kalau', 'di', 'itung', 'cara', 'bisnis', 'ya', 'pasti', 'beban', 'negara', 'bgt', 'tuh', 'kek', 'rri', 'gitu', 'toh', 'skarang', 'radio', 'siapa', 'si', 'yang', 'denger', 'kalau', 'ga', 'orang', 'tua']","['inget', 'perna', 'magang', 'rri', 'dlu', 'tenaga', 'pns', 'coy', 'kerjaan', 'ringan', 'itung', 'bisnis', 'beban', 'negara', 'bgt', 'kek', 'rri', 'gitu', 'skarang', 'radio', 'denger', 'orang', 'tua']","['inget', 'perna', 'magang', 'rri', 'dlu', 'tenaga', 'pns', 'coy', 'kerja', 'ringan', 'itung', 'bisnis', 'beban', 'negara', 'bgt', 'kek', 'rri', 'gitu', 'skarang', 'radio', 'denger', 'orang', 'tua']",inget perna magang di rri dlu tenaga nya pns semua coy mana kerja nya ringan betul kalau di itung cara bisnis ya pasti beban negara bgt tuh kek rri gitu toh skarang radio siapa si yang denger kalau ga orang tua,inget perna magang rri dlu tenaga pns coy kerjaan ringan itung bisnis beban negara bgt kek rri gitu skarang radio denger orang tua,inget perna magang rri dlu tenaga pns coy kerja ringan itung bisnis beban negara bgt kek rri gitu skarang radio denger orang tua
466,Ini banyak pertanyaan tapi admin tidak menjawab tidak menjelaskan. Mau login aja susahnya ampun ampun di wa juga gak bibalas.,1,0,0,1,negatif,ini banyak pertanyaan tapi admin tidak menjawab tidak menjelaskan mau login aja susahnya ampun ampun di wa juga gak bibalas,"['ini', 'banyak', 'pertanyaan', 'tapi', 'admin', 'tidak', 'menjawab', 'tidak', 'menjelaskan', 'mau', 'login', 'aja', 'susahnya', 'ampun', 'ampun', 'di', 'wa', 'juga', 'gak', 'bibalas']","['ini', 'banyak', 'tanya', 'tapi', 'admin', 'tidak', 'jawab', 'tidak', 'jelas', 'mau', 'login', 'aja', 'susah', 'ampun', 'ampun', 'di', 'wa', 'juga', 'gak', 'bibalas']","['admin', 'login', 'susahnya', 'ampun', 'ampun', 'wa', 'bibalas']","['admin', 'login', 'susah', 'ampun', 'ampun', 'wa', 'bibalas']",ini banyak tanya tapi admin tidak jawab tidak jelas mau login aja susah ampun ampun di wa juga gak bibalas,admin login susahnya ampun ampun wa bibalas,admin login susah ampun ampun wa bibalas
